shipment_id,shipment_date,warehouse_id,customer_id,planned_transit_days,actual_transit_days,delivery_status,shipment_value_inr,freight_revenue_inr,operational_cost_inr,profit_inr,profit_margin_pct,on_time_flag,delivery_date,warehouse_name,warehouse_region,state,customer_name,customer_segment,customer_region
9131,2026-03-10,1,85,3.5,8.1,Delayed,2789.8,408.93,326.84,82.09,20.07,0,2026-03-18,Hyderabad Hub,South,Telangana,Customer_085,Retail,South
9132,2026-06-09,6,110,4.4,4.4,Delivered,37.93,249.18,170.4,78.78,31.62,1,2026-06-13,Pune Hub,West,Maharashtra,Customer_110,Retail,South
9133,2026-01-10,2,30,2.0,2.0,Delivered,624.77,630.5,439.9,190.6,30.23,1,2026-01-12,Bengaluru Hub,South,Karnataka,Customer_030,Retail,South
9134,2025-12-23,2,9,2.7,2.7,Delivered,1648.82,534.73,303.52,231.21,43.24,1,2025-12-25,Bengaluru Hub,South,Karnataka,Customer_009,E-commerce,South
9135,2025-08-02,3,141,2.0,4.8,Delayed,1425.12,146.73,108.06,38.67,26.35,0,2025-08-06,Chennai Hub,South,Tamil Nadu,Customer_141,Enterprise,South
9136,2025-08-27,8,82,3.8,3.8,Delivered,787.59,304.32,234.28,70.04,23.02,1,2025-08-30,Ahmedabad Hub,West,Gujarat,Customer_082,E-commerce,West
9137,2026-01-17,3,64,4.5,4.5,Delivered,1791.64,390.17,286.13,104.04,26.67,1,2026-01-21,Chennai Hub,South,Tamil Nadu,Customer_064,E-commerce,South
9138,2025-07-28,8,38,2.9,2.9,Delivered,2646.16,446.91,255.45,191.46,42.84,1,2025-07-30,Ahmedabad Hub,West,Gujarat,Customer_038,Retail,West
9139,2025-08-04,7,119,3.5,3.5,Delivered,966.75,378.31,234.18,144.13,38.1,1,2025-08-07,Kolkata Hub,East,West Bengal,Customer_119,Enterprise,West
9140,2025-11-02,2,22,1.6,1.6,Delivered,2631.59,310.44,186.43,124.01,39.95,1,2025-11-03,Bengaluru Hub,South,Karnataka,Customer_022,Retail,South
9141,2026-05-17,6,99,3.2,3.2,Cancelled,0.0,0.0,0.0,0.0,0.0,0,,Pune Hub,West,Maharashtra,Customer_099,Retail,East
9142,2025-08-11,2,106,1.4,6.1,Delayed,4531.12,597.19,531.87,65.32,10.94,0,2025-08-17,Bengaluru Hub,South,Karnataka,Customer_106,Retail,West
9143,2025-09-23,1,64,3.3,8.2,Delayed,2247.41,444.0,351.75,92.25,20.78,0,2025-10-01,Hyderabad Hub,South,Telangana,Customer_064,E-commerce,South
9144,2026-01-04,5,9,1.1,1.1,Delivered,3212.85,212.71,125.39,87.32,41.05,1,2026-01-05,Delhi Hub,North,Delhi,Customer_009,E-commerce,South
9145,2025-10-19,8,126,5.1,5.1,Delivered,630.83,747.24,557.68,189.56,25.37,1,2025-10-24,Ahmedabad Hub,West,Gujarat,Customer_126,E-commerce,West
9146,2026-03-28,1,95,3.1,3.1,Delivered,502.72,854.02,594.85,259.17,30.35,1,2026-03-31,Hyderabad Hub,South,Telangana,Customer_095,Wholesale,South
9147,2026-05-21,7,88,3.1,3.1,Delivered,1847.27,606.41,464.18,142.23,23.45,1,2026-05-24,Kolkata Hub,East,West Bengal,Customer_088,E-commerce,South
9148,2025-10-13,7,113,5.3,5.3,Delivered,1205.93,733.34,492.5,240.84,32.84,1,2025-10-18,Kolkata Hub,East,West Bengal,Customer_113,Enterprise,South
9149,2026-05-16,8,72,3.3,3.3,Delivered,1975.74,351.21,271.35,79.86,22.74,1,2026-05-19,Ahmedabad Hub,West,Gujarat,Customer_072,Retail,West
9150,2025-08-10,8,50,1.4,1.4,Delivered,785.54,459.3,350.88,108.42,23.61,1,2025-08-11,Ahmedabad Hub,West,Gujarat,Customer_050,Retail,North
9151,2026-01-31,2,148,2.7,2.7,Delivered,2143.0,349.24,197.62,151.62,43.41,1,2026-02-02,Bengaluru Hub,South,Karnataka,Customer_148,E-commerce,South
9152,2025-09-09,5,81,5.3,5.3,Delivered,3607.71,1058.73,800.51,258.22,24.39,1,2025-09-14,Delhi Hub,North,Delhi,Customer_081,Enterprise,North
9153,2025-08-25,2,33,2.2,2.2,Delivered,1377.54,1618.88,938.1,680.78,42.05,1,2025-08-27,Bengaluru Hub,South,Karnataka,Customer_033,Retail,East
9154,2026-02-21,1,63,2.7,2.7,Delivered,605.13,515.18,297.44,217.74,42.26,1,2026-02-23,Hyderabad Hub,South,Telangana,Customer_063,Wholesale,North
9155,2026-04-07,1,105,4.9,9.1,Delayed,2614.2,311.37,212.82,98.55,31.65,0,2026-04-16,Hyderabad Hub,South,Telangana,Customer_105,Enterprise,South
9156,2025-10-13,8,99,2.4,2.4,Delivered,1488.21,328.25,256.06,72.19,21.99,1,2025-10-15,Ahmedabad Hub,West,Gujarat,Customer_099,Retail,East
9157,2025-12-09,6,6,3.1,6.8,Delayed,702.58,434.96,367.8,67.16,15.44,0,2025-12-15,Pune Hub,West,Maharashtra,Customer_006,Retail,South
9158,2026-01-07,6,135,4.7,4.7,Delivered,2981.19,480.45,302.83,177.62,36.97,1,2026-01-11,Pune Hub,West,Maharashtra,Customer_135,Enterprise,West
9159,2025-07-09,1,9,2.6,2.6,Delivered,2431.85,459.45,259.04,200.41,43.62,1,2025-07-11,Hyderabad Hub,South,Telangana,Customer_009,E-commerce,South
9160,2025-08-29,5,101,2.3,2.3,Delivered,1678.43,325.38,188.45,136.93,42.08,1,2025-08-31,Delhi Hub,North,Delhi,Customer_101,Retail,South
9161,2026-05-01,8,61,1.2,1.2,Delivered,282.62,593.59,354.56,239.03,40.27,1,2026-05-02,Ahmedabad Hub,West,Gujarat,Customer_061,E-commerce,West
9162,2026-02-10,7,99,2.0,2.0,Delivered,1146.06,484.56,289.02,195.54,40.35,1,2026-02-12,Kolkata Hub,East,West Bengal,Customer_099,Retail,East
9163,2026-05-03,6,148,2.2,2.2,Delivered,1616.64,992.71,566.01,426.7,42.98,1,2026-05-05,Pune Hub,West,Maharashtra,Customer_148,E-commerce,South
9164,2026-01-04,6,58,2.8,2.8,Delivered,1802.56,688.0,392.24,295.76,42.99,1,2026-01-06,Pune Hub,West,Maharashtra,Customer_058,Retail,North
9165,2025-09-08,4,60,3.6,3.6,Delivered,619.74,332.58,207.69,124.89,37.55,1,2025-09-11,Mumbai Hub,West,Maharashtra,Customer_060,Retail,South
9166,2026-04-19,4,35,3.2,3.2,Delivered,1414.5,488.08,335.23,152.85,31.32,1,2026-04-22,Mumbai Hub,West,Maharashtra,Customer_035,Enterprise,South
9167,2026-04-13,6,47,1.8,1.8,Delivered,969.8,695.56,482.4,213.16,30.65,1,2026-04-14,Pune Hub,West,Maharashtra,Customer_047,Retail,North
9168,2025-12-16,2,46,4.7,4.7,Delivered,670.73,794.64,494.3,300.34,37.8,1,2025-12-20,Bengaluru Hub,South,Karnataka,Customer_046,Wholesale,South
9169,2025-08-31,5,87,2.0,2.0,Cancelled,0.0,0.0,0.0,0.0,0.0,0,,Delhi Hub,North,Delhi,Customer_087,Wholesale,South
9170,2026-06-14,3,4,5.2,5.2,Delivered,787.56,485.58,340.95,144.63,29.78,1,2026-06-19,Chennai Hub,South,Tamil Nadu,Customer_004,E-commerce,West
9171,2025-07-14,6,10,3.4,3.4,Delivered,6266.32,460.01,328.47,131.54,28.6,1,2025-07-17,Pune Hub,West,Maharashtra,Customer_010,Wholesale,North
9172,2025-12-11,4,107,4.3,4.3,Delivered,1850.36,1137.89,824.46,313.43,27.54,1,2025-12-15,Mumbai Hub,West,Maharashtra,Customer_107,E-commerce,East
9173,2026-03-02,5,75,3.8,3.8,Delivered,1249.19,505.8,395.51,110.29,21.81,1,2026-03-05,Delhi Hub,North,Delhi,Customer_075,Wholesale,South
9174,2026-05-31,5,40,4.9,4.9,Delivered,1929.84,265.05,148.19,116.86,44.09,1,2026-06-04,Delhi Hub,North,Delhi,Customer_040,E-commerce,South
9175,2025-07-08,4,127,3.2,3.2,Delivered,1999.46,233.7,140.83,92.87,39.74,1,2025-07-11,Mumbai Hub,West,Maharashtra,Customer_127,Wholesale,North
9176,2025-12-01,8,119,2.9,2.9,Delivered,1979.67,557.0,385.98,171.02,30.7,1,2025-12-03,Ahmedabad Hub,West,Gujarat,Customer_119,Enterprise,West
9177,2025-08-05,5,73,3.5,3.5,Delivered,275.77,619.47,342.26,277.21,44.75,1,2025-08-08,Delhi Hub,North,Delhi,Customer_073,Retail,South
9178,2025-08-17,8,40,2.9,2.9,Delivered,2202.39,130.49,73.42,57.07,43.74,1,2025-08-19,Ahmedabad Hub,West,Gujarat,Customer_040,E-commerce,South
9179,2025-09-23,5,96,3.7,3.7,Delivered,1688.73,1082.96,702.26,380.7,35.15,1,2025-09-26,Delhi Hub,North,Delhi,Customer_096,E-commerce,East
9180,2025-07-28,4,23,4.9,4.9,Delivered,1963.28,894.07,620.25,273.82,30.63,1,2025-08-01,Mumbai Hub,West,Maharashtra,Customer_023,Retail,West
9181,2026-01-12,1,143,1.3,1.3,Delivered,1171.06,290.02,209.01,81.01,27.93,1,2026-01-13,Hyderabad Hub,South,Telangana,Customer_143,E-commerce,North
9182,2026-01-24,6,115,3.1,3.1,Delivered,2844.85,662.38,405.47,256.91,38.79,1,2026-01-27,Pune Hub,West,Maharashtra,Customer_115,E-commerce,East
9183,2026-01-20,2,116,5.6,5.6,Delivered,3313.38,353.06,248.96,104.1,29.49,1,2026-01-25,Bengaluru Hub,South,Karnataka,Customer_116,Enterprise,North
9184,2026-05-03,8,133,2.8,4.8,Delayed,709.15,1069.55,868.38,201.17,18.81,0,2026-05-07,Ahmedabad Hub,West,Gujarat,Customer_133,Retail,West
9185,2025-10-12,3,146,4.3,4.3,Delivered,1102.98,517.71,356.71,161.0,31.1,1,2025-10-16,Chennai Hub,South,Tamil Nadu,Customer_146,Retail,West
9186,2026-02-15,2,21,4.2,4.2,Delivered,4451.93,637.63,457.42,180.21,28.26,1,2026-02-19,Bengaluru Hub,South,Karnataka,Customer_021,E-commerce,North
9187,2025-10-09,1,3,1.6,1.6,Delivered,2687.81,750.91,460.13,290.78,38.72,1,2025-10-10,Hyderabad Hub,South,Telangana,Customer_003,Wholesale,South
9188,2025-07-29,7,46,3.5,3.5,Delivered,1340.94,255.47,163.4,92.07,36.04,1,2025-08-01,Kolkata Hub,East,West Bengal,Customer_046,Wholesale,South
9189,2025-11-04,1,90,3.4,3.4,Delivered,1465.84,749.77,516.04,233.73,31.17,1,2025-11-07,Hyderabad Hub,South,Telangana,Customer_090,E-commerce,South
9190,2026-06-03,5,79,6.7,6.7,Delivered,1306.72,601.32,365.53,235.79,39.21,1,2026-06-09,Delhi Hub,North,Delhi,Customer_079,E-commerce,East
9191,2025-07-10,2,127,1.0,1.0,Delivered,981.56,342.81,269.11,73.7,21.5,1,2025-07-11,Bengaluru Hub,South,Karnataka,Customer_127,Wholesale,North
9192,2025-10-14,8,53,1.4,1.4,Delivered,1974.58,683.46,499.55,183.91,26.91,1,2025-10-15,Ahmedabad Hub,West,Gujarat,Customer_053,Enterprise,South
9193,2025-12-14,8,148,2.9,2.9,Delivered,1292.97,732.92,518.25,214.67,29.29,1,2025-12-16,Ahmedabad Hub,West,Gujarat,Customer_148,E-commerce,South
9194,2026-03-14,1,21,2.8,2.8,Delivered,3727.31,776.78,568.85,207.93,26.77,1,2026-03-16,Hyderabad Hub,South,Telangana,Customer_021,E-commerce,North
9195,2026-04-21,2,90,2.2,2.2,Delivered,1048.91,289.72,176.3,113.42,39.15,1,2026-04-23,Bengaluru Hub,South,Karnataka,Customer_090,E-commerce,South
9196,2026-04-03,1,113,2.3,7.1,Delayed,2369.06,691.24,492.31,198.93,28.78,0,2026-04-10,Hyderabad Hub,South,Telangana,Customer_113,Enterprise,South
9197,2025-09-03,3,51,4.0,8.2,Delayed,3743.15,847.68,673.62,174.06,20.53,0,2025-09-11,Chennai Hub,South,Tamil Nadu,Customer_051,Enterprise,West
9198,2026-03-28,1,68,2.3,2.3,Delivered,3292.31,514.34,406.93,107.41,20.88,1,2026-03-30,Hyderabad Hub,South,Telangana,Customer_068,Wholesale,North
9199,2026-01-04,2,116,2.6,2.6,Delivered,1389.58,574.62,410.67,163.95,28.53,1,2026-01-06,Bengaluru Hub,South,Karnataka,Customer_116,Enterprise,North
9200,2026-05-13,5,138,4.3,4.3,Delivered,1474.26,370.99,220.19,150.8,40.65,1,2026-05-17,Delhi Hub,North,Delhi,Customer_138,Wholesale,West
9201,2025-11-15,2,83,4.1,4.1,Delivered,985.44,501.42,383.41,118.01,23.54,1,2025-11-19,Bengaluru Hub,South,Karnataka,Customer_083,Retail,West
9202,2026-06-08,4,95,2.7,2.7,Delivered,1101.31,199.08,138.31,60.77,30.53,1,2026-06-10,Mumbai Hub,West,Maharashtra,Customer_095,Wholesale,South
9203,2025-10-13,2,137,1.6,1.6,Delivered,2678.88,466.71,328.75,137.96,29.56,1,2025-10-14,Bengaluru Hub,South,Karnataka,Customer_137,E-commerce,West
9204,2025-08-03,3,29,4.2,4.2,Delivered,3529.35,666.41,452.05,214.36,32.17,1,2025-08-07,Chennai Hub,South,Tamil Nadu,Customer_029,E-commerce,East
9205,2025-10-18,6,110,2.2,2.2,Delivered,1028.61,595.26,436.63,158.63,26.65,1,2025-10-20,Pune Hub,West,Maharashtra,Customer_110,Retail,South
9206,2025-08-02,3,71,4.6,4.6,Delivered,886.1,1160.65,916.68,243.97,21.02,1,2025-08-06,Chennai Hub,South,Tamil Nadu,Customer_071,Wholesale,North
9207,2026-06-19,3,38,3.7,3.7,Delivered,3027.0,386.68,248.9,137.78,35.63,1,2026-06-22,Chennai Hub,South,Tamil Nadu,Customer_038,Retail,West
9208,2026-02-16,1,127,3.0,3.0,Delivered,2044.56,779.27,541.76,237.51,30.48,1,2026-02-19,Hyderabad Hub,South,Telangana,Customer_127,Wholesale,North
9209,2026-05-13,3,72,3.7,3.7,Delivered,716.38,363.23,277.35,85.88,23.64,1,2026-05-16,Chennai Hub,South,Tamil Nadu,Customer_072,Retail,West
9210,2026-03-23,2,59,1.1,1.1,Delivered,605.73,577.17,444.26,132.91,23.03,1,2026-03-24,Bengaluru Hub,South,Karnataka,Customer_059,Retail,South
9211,2025-12-29,8,28,4.8,7.3,Delayed,698.41,488.81,422.99,65.82,13.47,0,2026-01-05,Ahmedabad Hub,West,Gujarat,Customer_028,E-commerce,West
9212,2026-06-05,6,46,3.0,3.0,Delivered,857.6,599.3,413.64,185.66,30.98,1,2026-06-08,Pune Hub,West,Maharashtra,Customer_046,Wholesale,South
9213,2025-09-03,8,71,3.4,3.4,Delivered,2398.74,487.63,382.33,105.3,21.59,1,2025-09-06,Ahmedabad Hub,West,Gujarat,Customer_071,Wholesale,North
9214,2026-05-29,7,38,2.6,2.6,Delivered,1535.99,530.2,314.13,216.07,40.75,1,2026-05-31,Kolkata Hub,East,West Bengal,Customer_038,Retail,West
9215,2025-07-01,5,117,3.0,6.2,Delayed,4015.22,911.25,623.41,287.84,31.59,0,2025-07-07,Delhi Hub,North,Delhi,Customer_117,Wholesale,North
9216,2025-11-10,7,108,5.0,5.0,Cancelled,0.0,0.0,0.0,0.0,0.0,0,,Kolkata Hub,East,West Bengal,Customer_108,Wholesale,North
9217,2025-09-18,3,146,2.9,2.9,Delivered,1522.75,780.63,507.88,272.75,34.94,1,2025-09-20,Chennai Hub,South,Tamil Nadu,Customer_146,Retail,West
9218,2026-03-28,8,95,2.7,2.7,Delivered,2839.57,92.16,66.06,26.1,28.32,1,2026-03-30,Ahmedabad Hub,West,Gujarat,Customer_095,Wholesale,South
9219,2026-02-26,2,63,4.0,4.0,Delivered,796.12,842.96,552.31,290.65,34.48,1,2026-03-02,Bengaluru Hub,South,Karnataka,Customer_063,Wholesale,North
9220,2025-07-28,1,103,3.5,3.5,Delivered,738.94,624.54,491.8,132.74,21.25,1,2025-07-31,Hyderabad Hub,South,Telangana,Customer_103,Retail,East
9221,2026-02-08,1,5,4.9,4.9,Delivered,585.19,431.92,263.54,168.38,38.98,1,2026-02-12,Hyderabad Hub,South,Telangana,Customer_005,Retail,East
9222,2025-07-23,5,107,1.0,1.0,Delivered,1942.95,708.74,534.1,174.64,24.64,1,2025-07-24,Delhi Hub,North,Delhi,Customer_107,E-commerce,East
9223,2025-10-17,5,142,2.7,2.7,Delivered,906.09,468.26,349.09,119.17,25.45,1,2025-10-19,Delhi Hub,North,Delhi,Customer_142,Retail,South
9224,2025-10-15,2,58,1.6,1.6,Delivered,1471.35,563.65,356.65,207.0,36.72,1,2025-10-16,Bengaluru Hub,South,Karnataka,Customer_058,Retail,North
9225,2025-11-22,5,146,4.6,4.6,Delivered,867.69,182.5,121.85,60.65,33.23,1,2025-11-26,Delhi Hub,North,Delhi,Customer_146,Retail,West
9226,2026-06-19,8,7,1.8,1.8,Delivered,4560.96,432.37,320.13,112.24,25.96,1,2026-06-20,Ahmedabad Hub,West,Gujarat,Customer_007,Retail,North
9227,2025-11-16,8,87,3.6,5.3,Delayed,742.96,857.24,787.71,69.53,8.11,0,2025-11-21,Ahmedabad Hub,West,Gujarat,Customer_087,Wholesale,South
9228,2026-04-10,5,97,1.8,1.8,Delivered,2365.04,428.94,309.1,119.84,27.94,1,2026-04-11,Delhi Hub,North,Delhi,Customer_097,E-commerce,West
9229,2026-04-24,1,45,2.7,2.7,Delivered,1381.53,348.09,271.7,76.39,21.95,1,2026-04-26,Hyderabad Hub,South,Telangana,Customer_045,Retail,South
9230,2025-10-07,2,16,2.1,2.1,Delivered,1707.15,666.67,470.02,196.65,29.5,1,2025-10-09,Bengaluru Hub,South,Karnataka,Customer_016,Retail,North
9231,2026-05-13,6,64,3.2,7.0,Delayed,3406.38,403.6,315.48,88.12,21.83,0,2026-05-20,Pune Hub,West,Maharashtra,Customer_064,E-commerce,South
9232,2025-10-31,5,37,5.4,5.4,Delivered,3415.93,592.11,417.89,174.22,29.42,1,2025-11-05,Delhi Hub,North,Delhi,Customer_037,Retail,North
9233,2026-05-16,2,9,1.6,1.6,Delivered,1025.9,547.12,384.62,162.5,29.7,1,2026-05-17,Bengaluru Hub,South,Karnataka,Customer_009,E-commerce,South
9234,2026-04-13,3,137,1.9,1.9,Delivered,1843.56,292.93,201.57,91.36,31.19,1,2026-04-14,Chennai Hub,South,Tamil Nadu,Customer_137,E-commerce,West
9235,2025-09-19,1,140,3.9,3.9,Delivered,940.61,1242.84,778.74,464.1,37.34,1,2025-09-22,Hyderabad Hub,South,Telangana,Customer_140,Enterprise,West
9236,2025-07-10,6,146,3.0,3.0,Delivered,3286.36,877.93,629.31,248.62,28.32,1,2025-07-13,Pune Hub,West,Maharashtra,Customer_146,Retail,West
9237,2025-07-08,8,90,1.8,1.8,Delivered,126.66,469.49,352.2,117.29,24.98,1,2025-07-09,Ahmedabad Hub,West,Gujarat,Customer_090,E-commerce,South
9238,2026-01-21,1,74,2.7,2.7,Delivered,1586.82,117.23,92.58,24.65,21.03,1,2026-01-23,Hyderabad Hub,South,Telangana,Customer_074,Wholesale,West
9239,2026-05-11,1,125,1.5,1.5,Delivered,1550.13,475.2,320.46,154.74,32.56,1,2026-05-12,Hyderabad Hub,South,Telangana,Customer_125,Retail,West
9240,2026-01-13,8,51,2.7,2.7,Delivered,688.37,343.23,253.33,89.9,26.19,1,2026-01-15,Ahmedabad Hub,West,Gujarat,Customer_051,Enterprise,West
9241,2026-01-14,4,32,2.1,2.1,Delivered,3036.29,464.29,348.44,115.85,24.95,1,2026-01-16,Mumbai Hub,West,Maharashtra,Customer_032,Retail,South
9242,2025-07-30,2,88,3.5,3.5,Delivered,194.83,617.25,443.5,173.75,28.15,1,2025-08-02,Bengaluru Hub,South,Karnataka,Customer_088,E-commerce,South
9243,2025-07-20,8,136,3.9,5.8,Delayed,1039.34,542.55,405.77,136.78,25.21,0,2025-07-25,Ahmedabad Hub,West,Gujarat,Customer_136,Retail,South
9244,2025-08-17,3,26,1.0,1.0,Delivered,1243.72,1434.97,1046.14,388.83,27.1,1,2025-08-18,Chennai Hub,South,Tamil Nadu,Customer_026,Wholesale,South
9245,2025-11-07,5,66,3.3,3.3,Delivered,2856.13,534.92,424.93,109.99,20.56,1,2025-11-10,Delhi Hub,North,Delhi,Customer_066,E-commerce,South
9246,2026-04-19,3,73,1.0,1.0,Delivered,4766.3,588.56,412.95,175.61,29.84,1,2026-04-20,Chennai Hub,South,Tamil Nadu,Customer_073,Retail,South
9247,2025-11-09,2,50,3.2,7.0,Delayed,2589.31,268.7,220.15,48.55,18.07,0,2025-11-16,Bengaluru Hub,South,Karnataka,Customer_050,Retail,North
9248,2026-06-21,8,45,5.0,5.0,Delivered,1845.1,793.64,483.5,310.14,39.08,1,2026-06-26,Ahmedabad Hub,West,Gujarat,Customer_045,Retail,South
9249,2025-08-23,1,87,2.8,2.8,Delivered,4275.54,627.89,448.14,179.75,28.63,1,2025-08-25,Hyderabad Hub,South,Telangana,Customer_087,Wholesale,South
9250,2026-04-07,8,33,3.5,3.5,Delivered,649.61,428.05,239.09,188.96,44.14,1,2026-04-10,Ahmedabad Hub,West,Gujarat,Customer_033,Retail,East
9251,2026-03-22,4,19,4.0,4.0,Delivered,2792.01,766.84,581.01,185.83,24.23,1,2026-03-26,Mumbai Hub,West,Maharashtra,Customer_019,E-commerce,South
9252,2026-01-31,2,141,4.1,4.1,Delivered,796.59,1383.16,837.15,546.01,39.48,1,2026-02-04,Bengaluru Hub,South,Karnataka,Customer_141,Enterprise,South
9253,2026-04-16,6,113,4.1,4.1,Delivered,1490.63,464.61,263.12,201.49,43.37,1,2026-04-20,Pune Hub,West,Maharashtra,Customer_113,Enterprise,South
9254,2025-08-12,6,22,3.7,7.5,Delayed,2418.52,213.36,155.23,58.13,27.25,0,2025-08-19,Pune Hub,West,Maharashtra,Customer_022,Retail,South
9255,2025-09-12,2,148,2.4,2.4,Delivered,2103.27,895.89,597.98,297.91,33.25,1,2025-09-14,Bengaluru Hub,South,Karnataka,Customer_148,E-commerce,South
9256,2026-06-15,5,97,3.9,3.9,Delivered,1040.73,283.64,159.0,124.64,43.94,1,2026-06-18,Delhi Hub,North,Delhi,Customer_097,E-commerce,West
9257,2026-04-04,3,5,4.8,4.8,Delivered,591.15,499.48,279.07,220.41,44.13,1,2026-04-08,Chennai Hub,South,Tamil Nadu,Customer_005,Retail,East
9258,2026-05-22,3,126,3.7,3.7,Delivered,2613.37,283.63,192.17,91.46,32.25,1,2026-05-25,Chennai Hub,South,Tamil Nadu,Customer_126,E-commerce,West
9259,2026-02-27,5,78,3.4,3.4,Delivered,1093.18,380.78,263.53,117.25,30.79,1,2026-03-02,Delhi Hub,North,Delhi,Customer_078,Retail,West
9260,2025-11-07,4,30,1.4,1.4,Delivered,2344.32,283.71,178.63,105.08,37.04,1,2025-11-08,Mumbai Hub,West,Maharashtra,Customer_030,Retail,South
9261,2026-06-15,1,91,2.0,2.0,Delivered,2705.99,584.91,324.16,260.75,44.58,1,2026-06-17,Hyderabad Hub,South,Telangana,Customer_091,Retail,East
9262,2026-01-10,7,82,2.4,5.0,Delayed,4868.8,364.57,302.61,61.96,17.0,0,2026-01-15,Kolkata Hub,East,West Bengal,Customer_082,E-commerce,West
9263,2025-08-01,7,88,2.0,6.8,Delayed,700.92,542.78,518.29,24.49,4.51,0,2025-08-07,Kolkata Hub,East,West Bengal,Customer_088,E-commerce,South
9264,2025-10-14,1,132,3.0,3.0,Delivered,1155.37,921.33,618.29,303.04,32.89,1,2025-10-17,Hyderabad Hub,South,Telangana,Customer_132,Retail,South
9265,2026-01-20,6,105,2.2,2.2,Delivered,1924.71,223.98,148.58,75.4,33.66,1,2026-01-22,Pune Hub,West,Maharashtra,Customer_105,Enterprise,South
9266,2025-07-01,4,67,4.2,4.2,Delivered,5179.83,927.83,639.86,287.97,31.04,1,2025-07-05,Mumbai Hub,West,Maharashtra,Customer_067,Retail,South
9267,2026-03-02,5,118,2.8,3.5,Returned,512.34,622.82,509.51,113.31,18.19,0,2026-03-05,Delhi Hub,North,Delhi,Customer_118,Retail,North
9268,2025-09-10,7,30,2.0,2.0,Delivered,1646.69,475.71,357.14,118.57,24.92,1,2025-09-12,Kolkata Hub,East,West Bengal,Customer_030,Retail,South
9269,2026-05-02,2,111,2.2,6.4,Delayed,2575.5,294.09,214.21,79.88,27.16,0,2026-05-08,Bengaluru Hub,South,Karnataka,Customer_111,Retail,West
9270,2025-07-15,8,144,3.3,3.3,Delivered,858.98,746.32,420.98,325.34,43.59,1,2025-07-18,Ahmedabad Hub,West,Gujarat,Customer_144,Retail,West
9271,2025-08-22,3,39,2.9,2.9,Delivered,772.75,1072.53,604.95,467.58,43.6,1,2025-08-24,Chennai Hub,South,Tamil Nadu,Customer_039,Wholesale,West
9272,2025-07-08,8,86,3.2,3.2,Delivered,4806.66,529.77,396.35,133.42,25.18,1,2025-07-11,Ahmedabad Hub,West,Gujarat,Customer_086,Retail,North
9273,2026-05-26,2,41,2.9,2.9,Delivered,2447.49,473.73,304.17,169.56,35.79,1,2026-05-28,Bengaluru Hub,South,Karnataka,Customer_041,Retail,South
9274,2025-08-15,3,31,5.1,5.1,Delivered,1080.87,346.69,246.43,100.26,28.92,1,2025-08-20,Chennai Hub,South,Tamil Nadu,Customer_031,E-commerce,South
9275,2026-05-21,2,141,4.1,7.0,Returned,800.83,163.84,125.43,38.41,23.44,0,2026-05-28,Bengaluru Hub,South,Karnataka,Customer_141,Enterprise,South
9276,2025-10-22,5,127,2.3,2.3,Delivered,6416.66,328.95,243.64,85.31,25.93,1,2025-10-24,Delhi Hub,North,Delhi,Customer_127,Wholesale,North
9277,2025-11-24,5,64,1.1,1.1,Delivered,2816.2,404.99,256.64,148.35,36.63,1,2025-11-25,Delhi Hub,North,Delhi,Customer_064,E-commerce,South
9278,2025-12-13,4,117,2.8,2.8,Delivered,801.54,243.17,146.85,96.32,39.61,1,2025-12-15,Mumbai Hub,West,Maharashtra,Customer_117,Wholesale,North
9279,2025-11-16,2,19,1.9,1.9,Delivered,6007.06,838.1,610.72,227.38,27.13,1,2025-11-17,Bengaluru Hub,South,Karnataka,Customer_019,E-commerce,South
9280,2025-10-25,2,111,1.3,1.3,Delivered,3324.36,1070.53,606.05,464.48,43.39,1,2025-10-26,Bengaluru Hub,South,Karnataka,Customer_111,Retail,West
9281,2026-04-25,4,114,3.9,3.9,Delivered,2555.87,623.29,418.57,204.72,32.85,1,2026-04-28,Mumbai Hub,West,Maharashtra,Customer_114,Wholesale,West
9282,2026-04-02,4,25,3.2,3.2,Delivered,3344.8,479.9,309.91,169.99,35.42,1,2026-04-05,Mumbai Hub,West,Maharashtra,Customer_025,E-commerce,West
9283,2026-04-03,8,121,4.4,4.4,Delivered,5691.45,1040.21,764.88,275.33,26.47,1,2026-04-07,Ahmedabad Hub,West,Gujarat,Customer_121,Wholesale,North
9284,2026-06-03,5,99,3.1,6.4,Delayed,2276.88,1078.36,911.47,166.89,15.48,0,2026-06-09,Delhi Hub,North,Delhi,Customer_099,Retail,East
9285,2026-05-09,8,90,3.0,3.0,Delivered,722.92,385.15,297.68,87.47,22.71,1,2026-05-12,Ahmedabad Hub,West,Gujarat,Customer_090,E-commerce,South
9286,2025-12-25,5,3,1.8,4.1,Returned,1600.69,755.28,715.8,39.48,5.23,0,2025-12-29,Delhi Hub,North,Delhi,Customer_003,Wholesale,South
9287,2026-05-26,8,130,2.5,2.5,Delivered,2517.02,526.72,344.43,182.29,34.61,1,2026-05-28,Ahmedabad Hub,West,Gujarat,Customer_130,E-commerce,North
9288,2026-06-19,6,5,1.2,1.2,Delivered,986.84,287.19,171.25,115.94,40.37,1,2026-06-20,Pune Hub,West,Maharashtra,Customer_005,Retail,East
